5,0.0,0.0
13,889.5,122.5
10,373.6,150.0
19,210.0,63.75
18,398.05,126.25
7,23.9,0.0
23,0.0,0.0
9,391.45,0.0
8,147.9,250.0
17,407.9,187.5
4,0.0,0.0
6,1.6,0.0
15,853.4,156.25
14,888.35,153.75
3,0.0,0.0
20,79.55,23.75
6,3.2,0.0
7,33.0,0.0
14,613.6,86.25
22,0.0,0.0
15,882.05,171.25
21,8.7,0.0
14,978.5,118.75
0,0.0,0.0
14,882.35,133.75
18,385.6,192.5
5,0.0,0.0
14,902.9,156.25
2,0.0,0.0
12,827.35,177.5
9,148.4,68.75
2,0.0,0.0
22,0.0,0.0
7,7.75,0.0
6,3.9,0.0
16,828.9,162.5
3,0.0,0.0
8,157.1,176.25
0,0.0,0.0
11,712.4,222.5
12,884.4,116.25
10,140.5,113.75
4,0.0,0.0
2,0.0,0.0
15,556.15,108.75
12,756.65,190.0
19,142.65,112.5
16,728.5,142.5
0,0.0,0.0
8,149.35,0.0
17,257.5,122.5
23,0.0,0.0
11,691.95,175.0
13,653.1,0.0
19,250.45,115.0
3,0.0,0.0
2,0.0,0.0
6,4.0,0.0
18,406.55,131.25
22,0.0,0.0
13,549.15,96.25
2,0.0,0.0
12,495.6,83.75
4,0.0,0.0
8,33.8,287.5
18,291.7,191.25
9,380.5,8.75
16,83.85,0.0
10,388.15,0.0
1,0.0,0.0
12,814.5,0.0
20,46.5,0.0
7,41.85,0.0
3,0.0,0.0
10,357.6,142.5
22,0.0,0.0
1,0.0,0.0
13,918.65,213.75
9,126.1,50.0
0,0.0,0.0
8,58.9,0.0
3,0.0,0.0
1,0.0,0.0
8,52.7,205.0
4,0.0,0.0
13,360.4,70.0
10,427.2,211.25
2,0.0,0.0
0,0.0,0.0
6,8.35,0.0
6,0.0,0.0
17,513.05,190.0
23,0.0,0.0
2,0.0,0.0
20,34.75,0.0
12,600.5,151.25
13,974.5,172.5
19,178.2,95.0
9,123.6,0.0
2,0.0,0.0
13,381.9,186.25
16,735.0,141.25
16,287.4,170.0
20,79.2,47.5
14,777.65,0.0
18,423.9,188.75
17,580.8,127.5
6,1.25,0.0
23,0.0,0.0
1,0.0,0.0
18,382.25,150.0
19,36.1,76.25
16,163.3,137.5
23,0.0,0.0
6,3.95,0.0
7,10.35,0.0
17,511.7,141.25
16,630.9,118.75
14,891.6,133.75
1,0.0,0.0
22,0.0,0.0
11,634.75,221.25
5,0.0,0.0
23,0.0,0.0
19,76.95,0.0
9,408.65,2.5
15,885.65,141.25
3,0.0,0.0
10,315.0,52.5
8,141.65,0.0
15,519.1,162.5
14,803.1,68.75
21,3.55,0.0
21,3.15,0.0
21,0.8,0.0
5,0.0,0.0
1,0.0,0.0
11,466.6,176.25
19,188.85,90.0
22,0.0,0.0
22,0.0,0.0
17,156.6,222.5
