12,5,2006,1,30,0,0,0,1
12,5,2006,2,0,0,0,0,1
12,5,2006,2,30,0,0,0,1
12,5,2006,3,0,0,0,0,1
12,5,2006,3,30,0,0,0,1
12,5,2006,4,0,0,0,0,1
12,5,2006,4,30,0,0,0,1
12,5,2006,5,0,0,0,0,1
12,5,2006,5,30,0,0,0,1
12,5,2006,6,0,1.8,5,0,1
12,5,2006,6,30,18.9,54,0,1
12,5,2006,7,0,36.8,138,0,1
12,5,2006,7,30,55.6,228,232.5,1
12,5,2006,8,0,214.9,344,220,1
12,5,2006,8,30,299,409,0,1
12,5,2006,9,0,406.3,453,0,1
12,5,2006,9,30,341,482,32.5,1
12,5,2006,10,0,362.2,497,137.5,1
12,5,2006,10,30,654,502,137.5,1
12,5,2006,11,0,738.5,453,142.5,1
12,5,2006,11,30,698,389,142.5,1
12,5,2006,12,0,851.5,451,140,1
12,5,2006,12,30,902.7,366,137.5,1
12,5,2006,13,0,905.7,335,145,1
12,5,2006,13,30,908.5,273,137.5,1
12,5,2006,14,0,884.8,246,132.5,1
12,5,2006,14,30,831.9,292,145,1
12,5,2006,15,0,805,233,172.5,1
12,5,2006,15,30,794.4,200,137.5,1
12,5,2006,16,0,712.9,181,150,1
12,5,2006,16,30,635.6,166,167.5,1
12,5,2006,17,0,539.9,159,147.5,1
12,5,2006,17,30,448.8,153,140,1
12,5,2006,18,0,303.8,137,140,1
12,5,2006,18,30,237.7,132,140,1
12,5,2006,19,0,77,104,0,1
12,5,2006,19,30,54.9,84,0,1
12,5,2006,20,0,26.3,44,0,1
12,5,2006,20,30,0.2,4,0,1
12,5,2006,21,0,0,0,0,1
12,5,2006,21,30,0,0,0,1
12,5,2006,22,0,0,0,0,1
12,5,2006,22,30,0,0,0,1
12,5,2006,23,0,0,0,0,1
12,5,2006,23,30,0,0,0,1
13,5,2006,0,0,0,0,0,1
13,5,2006,0,30,0,0,0,1
13,5,2006,1,0,0,0,0,1
13,5,2006,1,30,0,0,0,1
13,5,2006,2,0,0,0,0,1
13,5,2006,2,30,0,0,0,1
13,5,2006,3,0,0,0,0,1
13,5,2006,3,30,0,0,0,1
13,5,2006,4,0,0,0,0,1
13,5,2006,4,30,0,0,0,1
13,5,2006,5,0,0,0,0,1
13,5,2006,5,30,0,0,0,1
13,5,2006,6,0,0,0,0,1
13,5,2006,6,30,6.9,13,0,1
13,5,2006,7,0,20.6,45,0,1
13,5,2006,7,30,46.4,112,240,1
13,5,2006,8,0,59,124,170,1
13,5,2006,8,30,77.5,248,0,1
13,5,2006,9,0,174.7,558,100,1
13,5,2006,9,30,496.8,847,252.5,1
13,5,2006,10,0,357.6,706,170,1
13,5,2006,10,30,670.8,710,162.5,1
13,5,2006,11,0,262.4,717,190,1
13,5,2006,11,30,295.2,573,160,1
13,5,2006,12,0,905.8,1032,142.5,1
13,5,2006,12,30,910.1,502,135,1
13,5,2006,13,0,912.3,381,150,1
13,5,2006,13,30,897.2,395,135,1
13,5,2006,14,0,879.5,277,172.5,1
13,5,2006,14,30,861.1,268,180,1
13,5,2006,15,0,809.8,252,135,1
13,5,2006,15,30,764.7,243,137.5,1
13,5,2006,16,0,692.3,230,147.5,1
13,5,2006,16,30,628.7,225,137.5,1
13,5,2006,17,0,394.7,200,145,1
13,5,2006,17,30,444.4,206,150,1
13,5,2006,18,0,320.1,175,150,1
13,5,2006,18,30,244.7,143,142.5,1
13,5,2006,19,0,133,97,37.5,1
13,5,2006,19,30,55.8,63,0,1
13,5,2006,20,0,13.7,20,0,1
13,5,2006,20,30,0.6,2,0,1
13,5,2006,21,0,0,0,0,1
13,5,2006,21,30,0,0,0,1
13,5,2006,22,0,0,0,0,1
13,5,2006,22,30,0,0,0,1
13,5,2006,23,0,0,0,0,1
13,5,2006,23,30,0,0,0,1
14,5,2006,0,0,0,0,0,0
14,5,2006,0,30,0,0,0,0
14,5,2006,1,0,0,0,0,0
14,5,2006,1,30,0,0,0,0
14,5,2006,2,0,0,0,0,0
14,5,2006,2,30,0,0,0,0
14,5,2006,3,0,0,0,0,0
