5,12,4,0
5,12,5,0
5,12,6,0
5,12,7,27
5,12,8,134
5,12,9,352
5,12,10,351
5,12,11,696
5,12,12,774
5,12,13,903
5,12,14,896
5,12,15,818
5,12,16,753
5,12,17,587
5,12,18,375
5,12,19,157
5,12,20,40
5,12,21,0
5,12,22,0
5,12,23,0
5,13,4,0
5,13,5,0
5,13,6,0
5,13,7,13
5,13,8,52
5,13,9,125
5,13,10,426
5,13,11,466
5,13,12,600
5,13,13,911
5,13,14,888
5,13,15,835
5,13,16,728
5,13,17,511
5,13,18,382
5,13,19,188
5,13,20,34
5,13,21,0
5,13,22,0
5,13,23,0
5,16,4,0
5,16,5,0
5,16,6,1
5,16,7,16
5,16,8,139
5,16,9,408
5,16,10,357
5,16,11,753
5,16,12,863
5,16,13,918
5,16,14,613
5,16,15,882
5,16,16,828
5,16,17,610
5,16,18,423
5,16,19,250
5,16,20,64
5,16,21,0
5,16,22,0
5,16,23,0
5,17,4,0
5,17,5,0
5,17,6,1
5,17,7,19
5,17,8,140
5,17,9,400
5,17,10,373
5,17,11,726
5,17,12,692
5,17,13,594
5,17,14,761
5,17,15,863
5,17,16,760
5,17,17,603
5,17,18,405
5,17,19,206
5,17,20,38
5,17,21,1
5,17,22,0
5,17,23,0
5,18,4,0
5,18,5,0
5,18,6,2
5,18,7,22
5,18,8,147
5,18,9,386
5,18,10,355
5,18,11,628
5,18,12,793
5,18,13,984
5,18,14,286
5,18,15,608
5,18,16,797
5,18,17,400
5,18,18,425
5,18,19,215
5,18,20,42
5,18,21,1
5,18,22,0
5,18,23,0
5,19,4,0
5,19,5,0
5,19,6,2
5,19,7,27
5,19,8,142
5,19,9,384
5,19,10,329
5,19,11,759
5,19,12,814
5,19,13,888
5,19,14,874
5,19,15,770
5,19,16,611
5,19,17,527
5,19,18,340
5,19,19,198
5,19,20,50
5,19,21,3
5,19,22,0
5,19,23,0
5,20,4,0
5,20,5,0
5,20,6,0
5,20,7,7
5,20,8,33
5,20,9,181
5,20,10,327
5,20,11,772
5,20,12,884
5,20,13,889
5,20,14,881
5,20,15,885
5,20,16,769
5,20,17,580
5,20,18,406
5,20,19,209
5,20,20,46
5,20,21,2
5,20,22,0
5,20,23,0
5,23,4,0
5,23,5,0
5,23,6,3
5,23,7,32
5,23,8,141
5,23,9,380
5,23,10,317
5,23,11,691
5,23,12,814
5,23,13,549
5,23,14,933
5,23,15,518
5,23,16,779
5,23,17,257
5,23,18,397
5,23,19,196
5,23,20,51
5,23,21,3
5,23,22,0
5,23,23,0
5,24,4,0
5,24,5,0
5,24,6,2
5,24,7,28
5,24,8,94
5,24,9,161
5,24,10,318
5,24,11,713
5,24,12,811
5,24,13,862
5,24,14,890
5,24,15,849
5,24,16,752
5,24,17,586
