0,0
0,0
2,0
96,0
286,226
431,0
489,84
477,139
420,141
350,141
259,134
262,158
190,143
162,157
145,140
118,70
64,0
2,0
0,0
0,0
0,0
0,0
0,0
29,0
118,205
403,50
776,211
713,176
802,151
441,142
336,153
260,157
236,142
212,141
190,150
120,89
41,0
1,0
0,0
0,0
0,0
0,0
3,0
69,0
233,0
376,2
413,142
357,188
313,238
301,213
522,86
220,171
382,162
133,283
130,188
203,115
75,21
2,0
0,0
0,0
0,0
0,0
4,0
78,0
239,208
375,12
503,76
691,78
752,87
422,119
310,75
216,102
201,105
182,81
167,76
135,68
71,70
9,70
3,70
3,70
2,68
2,67
11,67
100,67
269,256
396,70
483,70
454,146
475,107
561,164
526,79
357,88
326,103
227,101
184,71
129,94
61,78
4,47
0,82
0,47
0,25
0,0
6,0
110,0
290,227
404,0
470,82
430,92
366,76
378,86
388,71
334,112
284,151
190,68
155,67
144,102
77,145
5,0
0,0
0,0
0,0
0,0
2,0
15,0
61,287
393,62
454,127
890,117
770,116
390,122
330,133
601,141
504,131
219,127
174,131
132,63
70,0
5,0
0,0
0,0
0,0
0,0
9,0
131,0
355,0
513,8
566,89
521,174
449,172
335,96
341,88
607,162
474,153
451,122
259,126
160,119
77,88
8,0
0,0
0,0
0,0
0,0
7,0
122,0
294,139
192,0
537,53
560,101
624,147
543,93
355,78
344,128
308,147
225,86
202,91
155,77
80,60
6,0
0,0
0,0
0,0
0,0
8,0
102,0
360,238
486,0
623,51
588,77
420,73
509,102
385,116
330,148
256,157
266,142
211,139
144,133
79,47
8,47
0,2
0,0
0,0
0,0
10,0
120,0
331,247
444,0
465,82
420,68
369,69
336,72
298,68
263,89
231,67
196,68
170,81
135,35
76,23
8,0
0,0
0,0
0,0
0,0
11,0
130,0
418,250
467,0
530,52
761,95
833,83
988,69
479,68
733,108
505,137
520,222
183,200
59,76
90,47
1,25
0,0
0,0
0,0
0,0
12,0
163,0
471,210
696,0
555,98
743,184
794,149
814,147
744,138
890,153
587,157
469,220
329,253
371,153
77,47
0,23
0,0
0,0
0,0
0,0
8,0
6,0
154,278
550,0
443,187
1041,293
586,253
708,248
1119,163
722,229
346,261
618,196
360,153
165,53
96,26
12,0
0,0
0,0
0,0
0,0
12,0
216,0
603,0
638,0
482,0
530,0
1023,0
1224,0
663,0
498,0
505,0
343,0
142,0
85,0
37,0
8,0
0,0
0,0
0,0
0,0
18,0
166,0
393,176
509,0
560,0
524,0
909,0
836,0
902,0
688,0
168,0
462,0
501,0
217,0
59,0
9,0
0,0
0,0
0,0
0,0
5,0
29,0
209,0
334,68
592,150
1112,221
653,227
836,186
306,156
315,146
604,169
290,190
342,192
168,94
93,47
24,0
0,0
0,0
0,0
0,0
0,0
16,0
47,238
171,7
211,252
211,272
480,272
871,214
605,102
377,216
464,296
608,289
523,330
313,294
121,122
7,0
0,0
0,0
0,0
0,0
8,0
114,0
272,173
454,72
491,273
695,337
1155,318
923,308
713,342
927,421
576,413
798,402
430,401
295,295
218,95
7,0
0,0
0,0
0,0
0,0
9,0
67,0
322,320
529,0
503,148
573,186
365,193
468,194
633,163
722,177
335,223
458,165
330,193
334,56
111,0
7,0
0,0
0,0
0,0
0,0
11,0
108,0
724,213
407,0
394,113
901,203
877,189
583,172
594,118
323,127
529,118
432,187
275,191
185,112
125,23
19,0
0,0
0,0
