4,19,2,0.0
4,19,3,0.0
4,19,4,0.0
4,19,5,0.0
4,19,6,0.9
4,19,7,27.85
4,19,8,135.25
4,19,9,352.65
4,19,10,351.6
4,19,11,696.25
4,19,12,774.75
4,19,13,904.2
4,19,14,896.65
4,19,15,818.45
4,19,16,753.65
4,19,17,587.75
4,19,18,376.3
4,19,19,157.35
4,19,20,40.6
4,19,21,0.1
4,19,22,0.0
4,19,23,0.0
5,19,0,0.0
5,19,1,0.0
5,19,2,0.0
5,19,3,0.0
5,19,4,0.0
5,19,5,0.0
5,19,6,0.0
5,19,7,13.75
5,19,8,52.7
5,19,9,126.1
5,19,10,427.2
5,19,11,466.6
5,19,12,600.5
5,19,13,911.2
5,19,14,888.35
5,19,15,835.45
5,19,16,728.5
5,19,17,511.7
5,19,18,382.25
5,19,19,188.85
5,19,20,34.75
5,19,21,0.3
5,19,22,0.0
5,19,23,0.0
6,19,0,0.0
6,19,1,0.0
6,19,2,0.0
6,19,3,0.0
6,19,4,0.0
6,19,5,0.0
6,19,6,1.2
6,19,7,23.3
6,19,8,140.95
6,19,9,338.2
6,19,10,358.4
6,19,11,723.25
6,19,12,868.55
6,19,13,886.15
6,19,14,895.75
6,19,15,846.9
6,19,16,763.4
6,19,17,465.4
6,19,18,335.1
6,19,19,183.0
6,19,20,42.9
6,19,21,1.0
6,19,22,0.0
6,19,23,0.0
7,19,0,0.0
7,19,1,0.0
7,19,2,0.0
7,19,3,0.0
7,19,4,0.0
7,19,5,0.0
7,19,6,0.0
7,19,7,40.5
7,19,8,46.5
7,19,9,62.3
7,19,10,77.85
7,19,11,174.7
7,19,12,71.2
7,19,13,403.8
7,19,14,559.2
7,19,15,162.25
7,19,16,812.5
7,19,17,691.3
7,19,18,64.7
7,19,19,122.45
7,19,20,37.35
7,19,21,2.25
7,19,22,0.0
7,19,23,0.0
1,20,0,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.0
1,20,6,1.25
1,20,7,16.9
1,20,8,139.85
1,20,9,408.65
1,20,10,357.6
1,20,11,753.3
1,20,12,863.85
1,20,13,918.65
1,20,14,613.6
1,20,15,882.05
1,20,16,828.9
1,20,17,611.35
1,20,18,423.9
1,20,19,250.45
1,20,20,64.6
1,20,21,0.8
1,20,22,0.0
1,20,23,0.0
2,20,0,0.0
2,20,1,0.0
2,20,2,0.0
2,20,3,0.0
2,20,4,0.0
2,20,5,0.0
2,20,6,1.65
2,20,7,19.5
2,20,8,140.6
2,20,9,400.25
2,20,10,374.15
2,20,11,726.3
2,20,12,692.15
2,20,13,594.6
2,20,14,762.3
2,20,15,863.9
2,20,16,760.75
2,20,17,603.95
2,20,18,405.75
2,20,19,207.4
2,20,20,38.9
2,20,21,1.1
2,20,22,0.0
2,20,23,0.0
3,20,0,0.0
3,20,1,0.0
3,20,2,0.0
3,20,3,0.0
3,20,4,0.0
3,20,5,0.0
3,20,6,2.45
3,20,7,22.4
3,20,8,148.05
3,20,9,386.5
3,20,10,355.85
3,20,11,628.7
3,20,12,793.8
3,20,13,984.5
3,20,14,286.95
3,20,15,609.1
3,20,16,798.05
3,20,17,400.85
3,20,18,425.6
3,20,19,215.8
3,20,20,42.2
3,20,21,1.8
3,20,22,0.0
3,20,23,0.0
4,20,0,0.0
4,20,1,0.0
4,20,2,0.0
4,20,3,0.0
4,20,4,0.0
4,20,5,0.0
4,20,6,2.4
4,20,7,27.35
4,20,8,142.4
4,20,9,384.0
4,20,10,330.35
4,20,11,759.4
4,20,12,814.25
4,20,13,888.2
4,20,14,874.95
4,20,15,770.3
4,20,16,612.05
4,20,17,528.1
4,20,18,340.75
4,20,19,199.25
4,20,20,50.1
4,20,21,3.55
4,20,22,0.0
4,20,23,0.0
5,20,0,0.0
5,20,1,0.0
5,20,2,0.0
5,20,3,0.0
5,20,4,0.0
5,20,5,0.0
5,20,6,0.0
5,20,7,7.75
5,20,8,33.8
5,20,9,182.0
5,20,10,327.8
5,20,11,773.05
5,20,12,884.4
5,20,13,889.5
5,20,14,882.35
5,20,15,885.65
5,20,16,769.7
5,20,17,580.8
5,20,18,406.55
5,20,19,210.0
5,20,20,46.5
5,20,21,2.75
5,20,22,0.0
5,20,23,0.0
6,20,0,0.0
6,20,1,0.0
6,20,2,0.0
6,20,3,0.0
6,20,4,0.0
6,20,5,0.0
6,20,6,2.45
6,20,7,35.65
6,20,8,136.3
6,20,9,321.55
6,20,10,330.25
6,20,11,678.4
6,20,12,806.05
6,20,13,871.5
6,20,14,600.3
6,20,15,836.45
6,20,16,721.7
6,20,17,565.8
6,20,18,332.35
6,20,19,200.55
6,20,20,45.05
6,20,21,2.9
6,20,22,0.0
6,20,23,0.0
7,20,0,0.0
7,20,1,0.0
7,20,2,0.0
7,20,3,0.0
7,20,4,0.0
7,20,5,0.0
7,20,6,2.85
7,20,7,26.15
7,20,8,143.4
7,20,9,389.9
7,20,10,308.75
7,20,11,724.6
7,20,12,835.0
7,20,13,897.95
7,20,14,899.45
7,20,15,844.45
7,20,16,743.85
7,20,17,589.8
7,20,18,398.7
7,20,19,208.3
7,20,20,60.75
7,20,21,1.45
7,20,22,0.0
7,20,23,0.0
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,3.2
1,21,7,33.0
1,21,8,141.65
1,21,9,380.5
1,21,10,317.5
1,21,11,691.95
1,21,12,814.2
1,21,13,549.15
1,21,14,933.5
1,21,15,519.1
1,21,16,779.7
1,21,17,257.5
1,21,18,398.05
1,21,19,196.8
1,21,20,52.15
1,21,21,3.55
1,21,22,0.0
1,21,23,0.0
2,21,0,0.0
2,21,1,0.0
2,21,2,0.0
2,21,3,0.0
2,21,4,0.0
2,21,5,0.0
2,21,6,2.25
2,21,7,28.25
2,21,8,94.75
2,21,9,161.0
2,21,10,318.4
2,21,11,713.2
2,21,12,811.4
2,21,13,862.8
2,21,14,890.95
2,21,15,850.3
2,21,16,753.2
2,21,17,586.7
2,21,18,396.3
2,21,19,212.15
2,21,20,50.8
2,21,21,2.85
2,21,22,0.0
