0.0,19,4,2
0.0,19,4,3
0.0,19,4,4
0.0,19,4,5
0.9,19,4,6
27.85,19,4,7
135.25,19,4,8
352.65,19,4,9
351.6,19,4,10
696.25,19,4,11
774.75,19,4,12
904.2,19,4,13
896.65,19,4,14
818.45,19,4,15
753.65,19,4,16
587.75,19,4,17
376.3,19,4,18
157.35,19,4,19
40.6,19,4,20
0.1,19,4,21
0.0,19,4,22
0.0,19,4,23
0.0,19,5,0
0.0,19,5,1
0.0,19,5,2
0.0,19,5,3
0.0,19,5,4
0.0,19,5,5
0.0,19,5,6
13.75,19,5,7
52.7,19,5,8
126.1,19,5,9
427.2,19,5,10
466.6,19,5,11
600.5,19,5,12
911.2,19,5,13
888.35,19,5,14
835.45,19,5,15
728.5,19,5,16
511.7,19,5,17
382.25,19,5,18
188.85,19,5,19
34.75,19,5,20
0.3,19,5,21
0.0,19,5,22
0.0,19,5,23
0.0,19,6,0
0.0,19,6,1
0.0,19,6,2
0.0,19,6,3
0.0,19,6,4
0.0,19,6,5
1.2,19,6,6
23.3,19,6,7
140.95,19,6,8
338.2,19,6,9
358.4,19,6,10
723.25,19,6,11
868.55,19,6,12
886.15,19,6,13
895.75,19,6,14
846.9,19,6,15
763.4,19,6,16
465.4,19,6,17
335.1,19,6,18
183.0,19,6,19
42.9,19,6,20
1.0,19,6,21
0.0,19,6,22
0.0,19,6,23
0.0,19,7,0
0.0,19,7,1
0.0,19,7,2
0.0,19,7,3
0.0,19,7,4
0.0,19,7,5
0.0,19,7,6
40.5,19,7,7
46.5,19,7,8
62.3,19,7,9
77.85,19,7,10
174.7,19,7,11
71.2,19,7,12
403.8,19,7,13
559.2,19,7,14
162.25,19,7,15
812.5,19,7,16
691.3,19,7,17
64.7,19,7,18
122.45,19,7,19
37.35,19,7,20
2.25,19,7,21
0.0,19,7,22
0.0,19,7,23
0.0,20,1,0
0.0,20,1,1
0.0,20,1,2
0.0,20,1,3
0.0,20,1,4
0.0,20,1,5
1.25,20,1,6
16.9,20,1,7
139.85,20,1,8
408.65,20,1,9
357.6,20,1,10
753.3,20,1,11
863.85,20,1,12
918.65,20,1,13
613.6,20,1,14
882.05,20,1,15
828.9,20,1,16
611.35,20,1,17
423.9,20,1,18
250.45,20,1,19
64.6,20,1,20
0.8,20,1,21
0.0,20,1,22
0.0,20,1,23
0.0,20,2,0
0.0,20,2,1
0.0,20,2,2
0.0,20,2,3
0.0,20,2,4
0.0,20,2,5
1.65,20,2,6
19.5,20,2,7
140.6,20,2,8
