20,37.35,90.5
6,3.55,10.0
23,0.0,0.0
13,878.1,436.0
1,0.0,0.0
2,0.0,0.0
0,0.0,0.0
11,724.6,421.0
14,927.7,197.5
16,744.6,203.5
11,495.65,519.0
10,330.25,584.0
6,3.85,13.5
15,511.0,524.0
23,0.0,0.0
7,21.85,108.0
14,600.3,428.5
6,2.4,5.5
9,338.2,356.0
3,0.0,0.0
5,0.0,0.0
6,0.0,0.0
22,0.0,0.0
1,0.0,0.0
19,122.45,220.5
9,62.3,158.0
10,308.75,461.0
4,0.0,0.0
18,335.1,355.5
23,0.0,0.0
11,174.7,551.0
23,0.0,0.0
13,897.95,311.0
8,146.15,318.5
12,851.5,314.0
6,2.85,8.0
2,0.0,0.0
3,0.0,0.0
9,217.05,294.0
15,844.45,243.5
2,0.0,0.0
15,846.9,212.0
8,142.375,531.5
0,0.0,0.0
14,676.85,468.5
8,136.3,366.0
1,0.0,0.0
1,0.0,0.0
12,806.05,428.0
13,886.15,321.5
15,162.25,540.5
17,589.8,199.5
19,238.4,106.5
17,565.8,301.5
19,208.3,187.0
20,61.35,102.0
13,919.3,362.0
11,678.4,503.0
19,116.775,309.75
0,0.0,0.0
22,0.0,0.0
12,807.325,334.5
9,395.95,619.5
16,763.4,208.0
17,67.05,262.5
18,64.7,225.0
20,42.9,57.0
13,871.5,411.0
16,775.2,160.0
4,0.0,0.0
7,44.05,145.0
18,416.3,174.0
3,0.0,0.0
19,35.6,98.5
22,0.0,0.0
7,41.1,111.0
12,657.7,439.5
5,0.0,0.0
23,0.0,0.0
20,57.1,65.0
3,0.0,0.0
18,163.65,485.5
19,235.45,144.5
13,923.8,260.5
16,557.95,454.0
18,332.35,176.0
10,358.4,414.5
7,25.1,112.5
14,929.2,448.0
21,3.95,7.0
19,98.95,227.5
22,0.0,0.0
16,743.85,211.0
20,45.05,77.5
9,384.2,644.0
21,1.45,4.0
16,721.7,458.5
21,4.55,13.5
23,0.0,0.0
5,0.0,0.0
17,258.0,469.0
10,406.15,604.5
3,0.0,0.0
9,413.0,400.5
19,183.0,126.0
5,0.0,0.0
4,0.0,0.0
16,644.45,401.0
18,398.3,159.0
8,140.95,250.5
17,647.05,261.5
19,200.55,160.5
20,23.5,37.5
8,113.6,461.5
9,321.55,555.0
18,138.0,280.5
16,812.5,560.0
6,7.3,15.0
9,389.9,417.5
14,908.7,249.5
16,84.0,225.5
21,7.6,17.5
7,26.15,112.5
7,35.65,128.5
3,0.0,0.0
20,60.75,102.0
2,0.0,0.0
3,0.0,0.0
15,711.15,378.0
4,0.0,0.0
12,868.55,455.0
14,559.2,631.0
6,2.9,9.5
12,880.8,479.0
7,51.0,133.5
8,149.1,338.5
5,0.0,0.0
23,0.0,0.0
2,0.0,0.0
12,506.25,567.0
0,0.0,0.0
22,0.0,0.0
4,0.0,0.0
1,0.0,0.0
12,835.0,360.0
13,687.05,372.0
0,0.0,0.0
7,23.3,86.5
7,27.5,125.5
4,0.0,0.0
23,0.0,0.0
5,0.0,0.0
