18,385.6,192.5
12,756.65,190.0
6,8.35,0.0
4,0.0,0.0
8,139.85,0.0
9,123.6,0.0
3,0.0,0.0
8,141.65,0.0
13,911.2,142.5
10,140.5,113.75
11,773.05,117.5
5,0.0,0.0
8,52.7,205.0
19,210.0,63.75
22,0.0,0.0
12,600.5,151.25
20,35.15,47.5
11,533.45,95.0
22,0.0,0.0
16,287.4,170.0
16,828.9,162.5
9,404.25,2.5
17,511.7,141.25
13,918.65,213.75
0,0.0,0.0
2,0.0,0.0
20,19.1,0.0
16,735.0,141.25
2,0.0,0.0
17,257.5,122.5
13,549.15,96.25
20,34.75,0.0
6,3.2,0.0
4,0.0,0.0
14,888.35,153.75
19,233.8,85.0
18,398.05,126.25
5,0.0,0.0
10,332.35,72.5
14,613.6,86.25
3,0.0,0.0
22,0.0,0.0
14,902.9,156.25
6,3.95,0.0
18,424.35,77.5
21,1.2,25.0
19,142.65,112.5
9,408.65,2.5
6,1.6,0.0
18,291.7,191.25
15,889.2,127.5
9,380.5,8.75
10,327.8,127.5
2,0.0,0.0
15,882.05,171.25
18,406.55,131.25
17,407.9,187.5
13,653.1,0.0
7,41.85,0.0
8,147.9,250.0
3,0.0,0.0
1,0.0,0.0
0,0.0,0.0
18,382.25,150.0
5,0.0,0.0
19,196.8,120.0
20,64.6,21.25
3,0.0,0.0
19,250.45,115.0
21,4.55,0.0
9,382.25,0.0
3,0.0,0.0
20,79.2,47.5
5,0.0,0.0
6,0.0,0.0
4,0.0,0.0
10,357.6,142.5
21,2.75,0.0
12,863.85,238.75
11,634.75,221.25
0,0.0,0.0
2,0.0,0.0
23,0.0,0.0
7,16.9,0.0
10,427.2,211.25
4,0.0,0.0
0,0.0,0.0
14,882.35,133.75
1,0.0,0.0
17,184.4,0.0
12,814.5,0.0
9,391.45,0.0
9,148.4,68.75
3,0.0,0.0
12,827.35,177.5
5,0.0,0.0
10,315.0,52.5
21,3.55,0.0
22,0.0,0.0
20,46.5,0.0
7,7.75,0.0
16,779.7,153.75
23,0.0,0.0
19,178.2,95.0
16,83.85,0.0
13,882.95,171.25
15,556.15,108.75
2,0.0,0.0
12,814.2,172.5
14,978.5,118.75
22,0.0,0.0
20,79.55,23.75
17,611.35,283.75
8,58.9,0.0
10,388.15,0.0
20,52.15,88.75
7,10.35,0.0
17,156.6,222.5
17,580.8,127.5
8,149.35,0.0
19,36.1,76.25
7,32.45,0.0
13,889.5,122.5
14,803.1,68.75
10,317.5,90.0
5,0.0,0.0
9,126.1,50.0
1,0.0,0.0
19,76.95,0.0
10,373.6,150.0
23,0.0,0.0
15,835.45,157.5
3,0.0,0.0
22,0.0,0.0
0,0.0,0.0
14,933.5,88.75
11,712.4,222.5
6,4.0,0.0
18,85.55,200.0
11,466.6,176.25
13,974.5,172.5
8,157.1,176.25
